Column1,thesis_id,collection_id,Nome-apelido,Author_email,Advisor_bom_1,Advisor_bom_2,Advisor_bom_3,Coorientador(es)_bom_3,Date_issued,Rights,Date_embargo,Embargo_info,title,Type_thesis,Language,Thesis_url,Specialization_retificado,Abstract_en
596,26314,10362/2161, Barend Christoffel de Beer,,Susana Filipa de Moura Lima,F·bio de Albuquerque,,,23/10/2017,openAccess,,,Developing the financial balance sheet and accumulation account model for South Africa : implementing recommendation 8 of the G20 DGI-2,Work project,eng,http://hdl.handle.net/10362/25012,Information Analysis and Management,"The recent global financial crisis highlighted the significant degree of interconnection and integration 
of economies and identified several gaps in the existing suite of national and international financial 
statistics. From this realisation emerged the G20 Data Gaps Initiative (G20DGI) - a set of 20 
recommendations on the enhancement of economic and financial statistics. These recommendations 
were developed in two phases   the first being G20DGI-1 and the second G20DGI-2, with the second 
set building on and replacing the first set. Recommendation 8 of G20DGI-2 identifies the 
development of the Balance Sheet Approach (BSA) for integrated sector accounts. In South Africa  
case, no integrated financial balance sheet and accumulation accounts (FBSAA) exist. This study 
presents a proposition to a complete model for the construction of the South African FBSAA model 
within a positivist paradigm making use of quantitative research utilising computation techniques. 
This is done being mindful of international requirements and guidelines pertaining to data sourcing 
and output, whilst also being cognisant of the South African specificities relating to time, resource 
and knowledge constraints. One of the main benefits of the FBSAA model is its ability to provide a 
holistic view of the financial dimension of the different sectors in a national economy as well as their 
international linkages. In addition, it also provides the basis to analyze risks and vulnerabilities in 
financial systems in an integrated manner."
597,61390,10362/2161, LuÌs AntÛnio Galego Pinto,,Roberto AndrÈ Pereira Henriques,,,,18/01/2019,openAccess,,,Mobile app recommendations using deep learning and big data,Dissertation,eng,http://hdl.handle.net/10362/59930,Marketing Research and CRM,"Recommender systems were first introduced to solve information overload problems in enterprises. Over the last decades, recommender systems have found applications in several major websites related to e-commerce, music and video streaming, travel and movie sites, social media and mobile app stores. Several methods have been proposed over the years to build recommender systems. The most popular approaches are based on collaborative filtering techniques, which leverage the similarities between consumer tastes. But the current state of the art in recommender systems is deep-learning methods, which can leverage not only item consumption data but also content, context, and user attributes. Mobile app stores generate data with Big Data properties from app consumption data, behavioral, geographic, demographic, social network and user-generated content data, which includes reviews, comments and search queries. In this dissertation, we propose a deep-learning architecture for recommender systems in mobile app stores that leverage most of these data sources. We analyze three issues related to the impact of the data sources, the impact of embedding layer pretraining and the efficiency of using Kernel methods to improve app scoring at a Big Data scale. An experiment is conducted on a Portuguese Android app store. Results suggest that models can be improved by combining structured and unstructured data. The results also suggest that embedding layer pretraining is essential to obtain good results. Some evidence is provided showing that Kernel-based methods might not be efficient when deployed in Big Data contexts."
598,59172,10362/2161, Francisco Urbano Fonseca,,Ivo Carlos Pereira GonÁalves,Mauro Castelli,,,30/11/2018,openAccess,,,Hyperparameters optimization on neural networks for bond trading,Work project,eng,http://hdl.handle.net/10362/57721,Risk Analysis and Management,"Artificial Neural Networks have been recently spotlighted as de facto tools used for classification. Their 
ability to deal with complex decision boundaries makes them potentially suitable to work on trading 
within financial markets, namely on Bonds. Such classifier faces high flexibility on its parameters 
in parallel with great modularity of its techniques, arising thus the need to efficiently optimize its 
hyperparameters. To determine the most effcient search method to optimize almost the majority of the 
Neural Networks hyperparameters, we have compared the results obtained by the manual, evolutionary 
(genetic algorithm) and random search methods. The search methods compete on several metrics from 
which we aim to estimate the generalization capability, i.e. the capacity to correctly predict on unseen 
data. We have found the manual method to present better generalization results than the remaining 
automatic methods. Also, no benefit was found on the direction provided by the genetic search method 
when compared to the purely random. Such results demonstrate the importance of human oversight 
during the hyperparameters optimization and weight training phases, capable of analyzing in parallel 
multiple metrics and data visualization techniques, a process critical to avoid suboptimal solutions 
when navigating complex hyperspaces."
599,59175,10362/2161, Oxana Marian,,Diego Costa Pinto,Susana Pereira Esteves,,,15/11/2018,openAccess,,,TendÍncias de consumo de alimentos biolÛgicos : estudo do cliente do El Corte InglÍs,Internship Report,por,http://hdl.handle.net/10362/57724,Marketing Research and CRM,"This internship report was elaborated under the scope of the master  program in Statistics and
Information Management with specialization in Marketing Research and CRM and aims to present the
work developed during the internship at El Corte InglÈs, Grandes ArmazÈns S.A, in Lisbon.
Organic food consumption has been increasing in Portugal over the years. Growing consumer demand
for organic products has created opportunities in organic farming and has therefore intensified
competition between organic food retailers that are focused on the same niche of organic food
consumers.
Thus, the main purpose of the report is to identify trends in organic food consumption of the El Corte
InglÈs customers. To achieve the general and specific objectives of the study four steps were defined.
In the first step were analyzed the physical store sales and the online sales of El Corte InglÈs in Lisbon
and afterwards were analyzed the main competitor  stores such as Bio Mercado, Puro Bio, MiosÛtis,
Go Natural, Amor Bio and Celeiro. In the following steps, two field studies were carried out. Firstly, a
qualitative observation study was carried out during October 2017 in the organic product area, Bio &
Natural, of El Corte InglÈs. Finally, with the results obtained in the study by observation, was conducted
a conclusive study through interviews in which were used face to face interviews in El Corte InglÈs and
an online questionnaire shared on Facebook on the official page of Bio & Natural. To analyze the results
of this study, descriptive techniques were applied, as well as the PLS-SEM methodology to create a
predictive model.
The study  results show that organic customers buy organic products mainly due to health reasons,
hence many identified trends are related to health and healthy lifestyles. However, there were also
identified trends in relation to product characteristics and purchasing and consumption habits. The
predictive model was created to predict the ""valued characteristics in an organic product"" since the
attributes of a product influence the purchase decision. In the results obtained, it was verified that
only the following purchase/consumption reasons: ""have better quality"", ""do not contain chemical
additives"" and ""help prevent diseases"" are statistically significant and therefore influence the
dependent variable and consequently the purchase decision."
600,65179,10362/2161, Jo„o Paulo Nogueira Santos,,Jorge Miguel Ventura Bravo,,,,28/03/2018,openAccess,,,Credit risk modelling using multi-state markov models,Dissertation,eng,http://hdl.handle.net/10362/63689,Risk Analysis and Management,"This paper is devoted to credit risk modelling issues concerning mortgage commercial loans. Mortgage loans are one of the most popular type of loans provided by credit institutions. Like in the case of other loans, the main concern of institutions providing this type of product is a potential inability to recover the amount assigned to their clients (credit risk). In order to prevent possible losses for credit institutions resulting from clients entering in default, it is therefore crucial to study the behaviour of risky clients. This issue can be addressed through several models, namely through the multi-state Markov model, despite it constituting a more unusual approach in the context of dealing with credit risk modelling. The multi-state Markov model is a useful way of describing a process in which an individual moves through a series of states (finite number) in continuous time. By fitting this model to the loans of risky clients, it is possible to estimate the mean sojourn time in each state before a transition occurs, as well as the transition probabilities between the different states assumed by the contracts, therefore providing a relevant modelling framework for event history data. The present work relies upon 2008-13 databases from one of the biggest American companies that act in the secondary mortgage market, the Fannie Mae. Results show that with the application of the multi-state Markov model, contracts signed during 2013 are more propitious to a scenario of recovery when compared to those referring to the year 2008."
601,121384,10362/2161, Tatiana Soares Castilho,,Paulo Miguel Rasquinho Ferreira Rita,Maria Teresa Pinheiro de Melo Borges Tiago,,,25/05/2021,embargoedAccess,25/05/2024,"""Paper submission""",How to characterize and influence the customer journey: The case of the purchase of counterfeit luxury products,Dissertation,eng,http://hdl.handle.net/10362/119706,Marketing Research and CRM,"Counterfeiting of famous luxury brands with high visibility is an ever-growing global industry. Customers who purchase counterfeit luxury products seek social status or social approval. The seek for social status, or social approval creates the need to purchase a product from a brand that is easy to recognize when exposed to others (i.e. brand prominence). Moreover, with the growth of the counterfeiting phenomenon through social media platforms, customers can obtain information about the product in a fast and accessible way, and new buying behaviors emerge. Thus, this research's main objective is to comprehend how to characterize and influence a counterfeit luxury product's purchase customer journey. It intends to understand the impact of individual and interpersonal factors on customer attitudes towards counterfeiting and comprehend if a counterfeit luxury product's purchase increases brand attachment and customer satisfaction. The findings, obtained through exploratory research, underline that counterfeit luxury products are linked to easy and rapid brand recognition for female customers. The research shows that individual and interpersonal types of factors influence this type of product's purchase intention. Also, and although there is no influence of customer-brand attachment on customer satisfaction, it was found that personal motivations (as an individual factor) positively influence the customer-brand attachment."
602,100402,10362/2161, Diana Madalena Cunha Martins,,Jorge Morais Mendes,,,,11/05/2020,openAccess,,,R·cio de crÈdito vencido no crÈdito ‡ habitaÁ„o: a sua ligaÁ„o com os indicadores de polÌtica macroprudencial,Dissertation,por,http://hdl.handle.net/10362/98816,Information Analysis and Management,"The main objective of this analysis is to describe, in a systematic way, the relationship between the overdue credit ratio and some of the macro-prudential instruments, limiting this analysis to individuals only, from 2005 to 2017, verifying the extent to which these concepts are correlated. In order to achieve the objective described above, it was necessary, first, to use an imputation method to fill in missing data in the institutions' reports. The method used was the MICE (Multivariate Imputation By Chained Equations) package, which creates multiple imputations for the data through Gibbs sampling, generating plausible values ??for the data taking into account the existing relationships with the rest of the variables in the data. Subsequently, in order to analyze the data, a clustering method was used for large volumes of data, the CLARA clustering method (Clustering Large Applications) which replicates the PAM (Partition Around Medoides) method for large samples and was also used a regression that is based on a two-part model. It uses a binary model to model the probability of a positive value being observed compared to the probability of being observed a value equal to zero and an appropriate regression model to estimate a positive result. By analyzing the relationship of the overdue credit ratio with the macroprudential instruments described above in a first step, it was possible, through the CLARA method, to group all the observations with overdue credit ratio in just one cluster, without including the overdue credit ratio variable in the analysis. Only the crisis period showed an allocation of observations to the wrong cluster (in about 1.5% of observations). Once these two clusters of borrowers are formed, and regardless of the period under observation, it is possible to verify that the observations allocated to the same cluster share similar characteristics, highly influenced by macroprudential instruments, in which in one of the clusters we found observations with desirable credit granting criteria (LTI , DSTI, LTV and TAN below average) and the opposite in the other. In a second step, it was possible to see that the variables that had the greatest impact on the overdue loan ratio were the Nominal Annual Rate (TAN) of the contract, the fact that the credit is contracted in an institution classified as systemic risk, the year in that the contract has been entered into and, finally, maturity. All these variables show a positive impact on the variable under study, with the exception of the variable that concerns the fact that the credit is taken out in an institution classified as having systemic risk. The LTV and DSTI, which did not have such a strong impact on the non-performing loan ratio, also demonstrated a positive impact on the variable under study."
603,66421,10362/2161, Ana Rita Ribeiro Pires,,Ana Cristina Marinho da Costa,Marina Fuertes,,,14/03/2019,openAccess,,,The mother-infant interactions and the development of self-regulation : a comparative study of term and preterm infants,Dissertation,eng,http://hdl.handle.net/10362/64937,Information Analysis and Management,"This dissertation aims to study the similarities between term and preterm infants in the mother-infant interactions and the infant  development of the self-regulation. There are three main experiences related to the infant  self-regulation development and the mother-infant interactions: Still-Face Experiment, Free-Play Situation and the Strange Situation Experiment. 
The Apgar scores (measure of the general health of the newborn) and the Care-Index scores were found to be significantly different for preterm and term infants. The Apgar scores were also different across the majority of the infant  weight groups and mother  age groups. Also, some of the Care-Index maternal scales (maternal sensitivity and passivity) were found to be significantly different for the majority of education levels. 
The relation between the Still-Face Experiment and the Strange Situation Experiment was already discussed in several studies and is supported by this dissertation: Self-Comfort, Socially Negative and Socially Positive behaviors are related with the Insecure, Resistant and Secure attachments. Both preterm and term infants displayed a Socially Positive behavior and a Secure attachment in the majority of cases. However, tests shown that the results of these experiences could depend on the sample type (preterm or term infants). 
When analyzed separately, preterm and term infants seem to have similar results in each analysis. However, this was not found to be true: the results for the Still-Face Experiment, Free-Play Situation and the Strange Situation Experiment were significantly different for preterm and term infants."
604,66424,10362/2161, Afonso Manita Santos Mota,,Ana Cristina Marinho da Costa,,,,15/03/2019,openAccess,,,Modelling abstention rate using spatial regression,Dissertation,eng,http://hdl.handle.net/10362/64940,Information Analysis and Management,"During the last few elections that were held in Portugal, there have been very low 
percentages of voter turnout. This will obviously impact the result of those elections and can 
maybe be related to the general disenchantment of the population regarding the country  
recent political environment. 
This study aims to contribute to a better understanding of the patterns in the abstention 
rate of the last elections in Portugal. Sociological and economic variables such as age, 
unemployment rate, education level and many others will be used in trying to find out if 
they influence the abstention rate. It is logical to assume that the abstention rate in a certain 
municipality will be related to the abstention in neighboring municipalities. Therefore, the 
study also investigates if there is spatial autocorrelation in the abstention rates. 
Modeling a phenomenon like this with a simple linear regression model, estimated by 
Ordinary Least Squares (OLS), will render less efficient and biased results because of the 
spatial correlation of the observations and possible spatial clustering of values. Spatial 
regression methods have been proposed to overcome these drawbacks, particularly the Geographically Weighted Regression (GWR). This method will take into account possible 
local influences, allowing the coefficients of the model to vary depending on the geographic 
location, possibly obtaining a more appropriate fit. Many different OLS and GWR models 
were investigated by considering different combinations of explanatory variables and 
diagnosing their results through statistical tests and goodness-of-fit measures. 
Results show that indeed the data exhibits a non-random spatial pattern, and that a GWR 
model is a better approach in modeling abstention rates, when compared to an OLS model. 
Hence, the percentage of voter turnout in a municipality is likely to be better modelled 
taking into account its geographic location."
605,61389,10362/2161, Margarida de Sousa Tedim,,Roberto AndrÈ Pereira Henriques,,,,18/01/2019,openAccess,,,Predicting fraud behaviour in online betting,Work project,eng,http://hdl.handle.net/10362/59929,Information Analysis and Management,"Fraud isn t a new issue, there are discussions about this matter since the beginning of commerce. With the advance of the Internet this technique gained strain and became a billion-dollar business. There are many different types of online financial fraud: account takeover; identity theft; chargeback; credit card transactions; etc. Online betting is one of the markets where fraud is increasing every day. 
In Portugal, the regulation of gambling and online betting was approved in April 2015. In one hand, this legislation made possible the exploration of this business in a controlled and regulated environment, but on the other hand it encouraged customers to develop new ways of fraud. Traditional data analysis used to detect fraud involved different domains such as economics, finance and law. The complexity of these investigations soon became obsolete. Being fraud an adaptive crime, different areas such as Data Mining and Machine Learning were developed to identify and prevent fraud. 
The main goal of this Project is to develop a predicting model, using a data mining approach and machine learning methods, able to identify and prevent online financial fraud on the Portuguese Betting Market, a new but already strong business."
606,75731,10362/2161, Ivanildo Semedo Correia Fernandes,,Ana Cristina Marinho da Costa,,,,07/05/2019,openAccess,,,Modelling the Airbnb listingsí price in Lisbon using local spatial regressions,Dissertation,eng,http://hdl.handle.net/10362/74240,Information Analysis and Management,"Sharing economy market, such as Uber and Airbnb, have been growing rapidly in the last few years, providing extra income to agents from the supply side, and low costs to those in demand side. Although its adoption provided benefits for stakeholders and to the global economy of the areas in which they are inserted, several authors and politicians have been referencing the negative externalities brought with it, such as an increase in rents and real estate prices and a decrease in hotels' revenue. However, most of the externalities pointed out, were not based on any empirical analysis. 
The aim of this study is to analyze Airbnb market within Lisbon municipality, focusing mainly the modelling spatial variation of Airbnb listings  price. For this purpose, it was employed an ordinary least square (OLS) model and a geographical weighted regression (GWR) model to identify the main factors affecting the Airbnb listings  price. The results showed that the GWR model performs better than the OLS model, and it allows assessing the local impact of the explanatory variables on the Airbnb listings  price. In conclusion, it was found that the price of the two types of Airbnb listings (entire home/apartments and private/shared rooms) are not affected by the same factors and that statistically significant differences varied across parishes within Lisbon municipality. Perhaps, there is a need to test if it is plausible to apply a unique regulatory policy considering Airbnb and Lisbon market as an aggregated concept or by Airbnb listing type and Lisbon parishes."
607,121574,10362/2161, Marli Dami„o Abade Nunes,,Vitor Manuel Pereira Duarte dos Santos,,,,18/06/2021,openAccess,,,Automated Trading Systems VS Manual Trading in Forex Exchange Market,Dissertation,eng,http://hdl.handle.net/10362/119886,Risk Analysis and Management,"In the recent decades, automated trading has been widely used in Forex and Money Markets, 
as well as in financial markets. This auto trading provided substantial benefits to transaction 
efficiency. Many trading robots have been created to substitute humans, capable of simulating 
trading strategies and continuously making profits. Nevertheless, programs cannot reproduce 
all human behaviour and most robots are over-sensitive, therefore, it is difficult to have the 
same results as human traders. The study focuses on evaluating the trading machines sensitivity 
and effectiveness. The economic markets can benefit from the machine in several ways, through 
continuous operation, increasing diversification, short/term trading opportunities and by 
forecasting opportunities e. g. currency price changes. 
The further investigation indicates that the majority of forex trading robots are profitable, in 
fact, there is a great tendency for curve-fitting or data-mining. There are some impressive robots 
out there; of course, these systems maintain an advantage and successfully manage risk. The 
best ones are more about position sizing and cutting losses quickly and less about high win 
rates. The greater the sensitivity the greater the trading opportunities, but this decreases the 
performance. 
This research will contain interviews with experts that will validate the study."
608,75730,10362/2161, JosÈ Eduardo Justo Neto,,Jorge Miguel Ventura Bravo,,,,03/05/2019,openAccess,,,Modeling the impact of the volatility of the perceived counterparty credit risk on hedge accounting effectiveness,Dissertation,eng,http://hdl.handle.net/10362/74239,Risk Analysis and Management,"The recent publication of IFRS 9 facilitates the use of hedge accounting, although some challenges arise as well. Hedge effectiveness is to be more align with risk management meaning that hedge accounting ineffectiveness will now be only related to factors such as counterparty credit risk whenever uncollateralized derivatives are to be used as hedge instruments. This master thesis is concerned with what may go wrong in a designated hedging relationship due to CVA and DVS volatility. Using Monte Carlo simulations and regression analysis the probability of hedging ineffectiveness as a function of probability of default perceived implied volatility is to be modelled."
609,122609,10362/2161, Bruno Marques Santana,,Rui Alexandre Henriques GonÁalves,,,,16/06/2021,openAccess,,,"Fatores que motivam um estudante estrangeiro a permanecer no paÌs, apÛs a conclus„o dos estudos",Dissertation,por,http://hdl.handle.net/10362/120926,Marketing Research and CRM,"This study aims to understand what are the main reasons that are considered by a foreign student in
the decision-making process, between staying or not in the country in which they are studying, after
completing a university course. It was observed that, in 2017, there were 258 million international
migrants, that is, people who migrated due to the better living and working conditions. In 2019,
according to the annual ranking published by the Institute of Management Development (IMD) that
compares a country's ability to attract and retain the best talent, in the Americas the best positioned
countries were the United States (12th), Canada (13th) and Chile (46th). In Europe, the three countries
most capable of retaining talent are Switzerland (1st), Denmark (2nd) and Sweden (3rd). Thus, it is
necessary to provide policymakers with information to help them develop talent retention plans for
talent. The results of this research are supported by the answers given to an online questionnaire sent
to former university students of nationalities. In this study, the main points valued by an individual
when choosing a place to live were considered.
The sample is verified by 300 students, who mostly have a degree (72.0%), as an education level, a
master's degree (22.3%), postgraduate (5.3%) and doctorate (0.3%); the participants' ages are from 18
years old, the age group with more representatives includes 25 and 39 years old (69.3%). The most
represented gender was male (59.0%). The data used were collected through an online questionnaire
aimed at students and alumni located in different parts of the world.
In the results, it was verified that the latent variable that most explains Health and well-being is
Perception (Education) and Environment. The latent variable that most explains Motivation is Health
and well-being. Latent variable Motivation explains Intention to live abroad. The latent variable Social
Influence explains Intention to live abroad and Live abroad. Finally, the latent variable Intention to live
abroad explains Living abroad. The set of results allows the development of more relevant analyzes
with other variables, which will help to understand which factors may or may not be associated with
an individual's decision to remain or not, no place where they are studying, after the conclusion of the
higher Education course. In this way, it will make it possible to map in detail several factors that
motivate the permanence and the consequent retention of these talents in the country where they
completed their studies."
610,85838,10362/2161, Rita Marques Costa,,Paulo Jorge Mota de Pinho Gomes,,,,27/09/2019,openAccess,,,School retention rates in portuguese municipalities: a comparative analysis,Dissertation,eng,http://hdl.handle.net/10362/84339,Information Analysis and Management,"One of the measures used to evaluate the success of an education system is the retention rate. In Portugal, in spite of the progress achieved in the past decades, students  retention is still a problem. The phenomenon of school failure has been extensively studied throughout the world. Nevertheless, the way it is distributed across the country and the potential reasons that contribute to it being more intense in some areas than in others have not. The idea behind this project is to analyze the retention rates in middle school and in high school in the Portuguese public system, since the beginning of the decade and understand how they are distributed across the territory. The methods used were Principal Components Analysis and cluster analysis. 
The data related to potentially explanatory indicators of student failure   such as the average number of students per class, percentage of students in families who benefit from social support and the percentage of teachers with a permanent contract   were analyzed. 
The differences between the north and the south of the country are remarkable. Generally, the retention rates are much higher in the south than in the north. We also conclude that municipalities that are closer to each other have similar behaviors regarding their students  success or unsuccess in terms of retention rates. Nevertheless, there are exceptions to the rule. For example, in Algarve, S?o Br·s de  Alportel stands out as a municipality that does particularly well in a context where retention rates are relatively high. 
Lastly, in this dissertation, we zoomed in the conurbations of Lisboa and Porto, where almost one in four children was enrolled in 2015/2016. The conclusions are striking: there are schools with some of the lowest retention rates while others, sometimes right across the street, can double the percentage of retained students."
611,34695,10362/2161, Sandra Cristina Pereira Margalha Galv„o Pisco,,Fernando JosÈ Ferreira Lucas BaÁ„o,,,,23/03/2018,openAccess,,,Conhecimento sobre o mercado portuguÍs: segmentaÁ„o geodemogr·fica para definiÁ„o de estrat·gias comerciais no mercado do consumo domÈstico de electricidade,Work project,por,http://hdl.handle.net/10362/33279,Marketing Research and CRM,"With the liberalization of the Energy Market in Portugal, which has been completed in 2012, several foreign companies decided to enter in Portugal and invest in this industry. 
Being the corporate segment the most attractive in terms of business volume and on which had occur the initial investment, the residential segment also presents a strong business potential. The problem in this business segment (as opposed to corporate segment) arises due to the lack of public, accessible or available information on it, in order to equip these new players with evaluation mechanisms that enables them to take the right decisions and define more assertive strategies. 
Given this scenario, the major objective of this Project is, using the available public information (namely the census), too use geodemography concepts and build a geographic segmentation of the Portuguese population, which can respond to specific business problems and thus help these companies their on a daily basis activity. 
To obtain the desired segmentation, clusters analysis techniques were used, as well as geographic information systems for analysis and demonstration of results. 
The results obtained were sufficiently relevant to be considered in the decision-making process of this company from now on."
612,43977,10362/2161, Ines Bernardino Nunes Pereira,,Jorge Miguel Ventura Bravo,,,,11/07/2018,openAccess,,,Multi-state modeling of retail credit risk : portuguese context,Dissertation,eng,http://hdl.handle.net/10362/42533,Risk Analysis and Management,"The aim of this project is to analyze the application of a multi-state Markov model to evaluate credit
risk for the retail Portuguese segment.
The states of the model are defined according to the characteristics of the Portuguese regulation DL
no 227/2012, which requests Portuguese financial institutions to have a procedure to regularize
default situations. Transitions between the states are affected by explanatory variables about the
client  characteristics and his/her credit behavior.
The use of a multi-state model will allow the analysis of the dynamics of the behavior of credit products
lifecycle, due to the estimation of transition probabilities between the several defined states."
613,34784,10362/2161, Kamran Huseynov,,Diego Costa Pinto,,,,22/03/2018,openAccess,,Aguarda publica?É¬ß?É¬?o em artigo,The extended model of goal-directed behavior on touristsí behavioral intentions,Dissertation,eng,http://hdl.handle.net/10362/33363,Marketing Research and CRM,"Amusement parks and their integration with tourism have been growing since the last few decades. However, there are still limited empirical studies that analyze the behavioral intentions of the amusement park visitors. To contribute to the existing gap in the literature, this study broadened the model of goal-directed behavior (MGB), offering a conceptual framework that shed light on the impact of hedonism, experience and innovativeness on tourists  desire and intention to visit. An online questionnaire administered to 236 tourists from Europe supported the proposed hypotheses. The results report the good explanatory power of the extended MGB model, particularly, showing a significant influence of hedonism, innovativeness, and experience on tourists  desire, which in turn, drives their intention to visit an amusement park. The findings have implications for tourism managers, along with the theoretical contributions of the study."
614,91004,10362/2161, Adriana LouÁ„o Guerreiro Ramos,,Ana Cristina Marinho da Costa,Sara Cristina da Silva Ribeiro,,,11/11/2019,openAccess,,,ModelaÁ„o das taxas de mortalidade associadas a h·bitos alimentares nos municÌpios portugueses -uma an·lise exploratÛria utilizando geographically weighted regression,Dissertation,por,http://hdl.handle.net/10362/89466,Information Analysis and Management,"One of the main concerns of health research is the development and improvement of the indicators that allow monitoring the health and/or risk factors and connect them with the population environment. It is always difficult to measure health information from the population because there are many factors to consider. The World Health Organization (WHO) refers the indicators related to mortality rates as relevant for the characterization of the overall population health. The main goal of this study is to identify socioeconomic indicators (e.g. illiteracy, unemployment, purchasing power, medical appointments by habitant, restaurants by habitant, etc.) and spatial variables (e.g. distance to health facilities) that might be associated with mortality rates caused by diseases associated to eating habits, and the municipalities where they are more determinant to these rates, in order to better understand the health status in the municipalities of mainland Portugal. The methodological framework has two main stages. In the first one, a set of socioeconomic and spatial variables are analyzed using an iterative process that applies Ordinary Least Squares (OLS) to obtain different alternative linear regression models, choosing the best possible model according to multiple statistical tests and diagnostic measures. In order to deal with spatial nonstationary and to investigate local relationships, the second stage is based on a Geographically Weighted Regression (GWR) model with the variables that were included in the best OLS model. The GWR model is also diagnosed for local multicollinearity of the explanatory variables. The Global Moran's I statistic is used to diagnose the possible existence of spatial autocorrelation of the residuals in all tested models. The accuracy of the GWR parameter estimates is assessed through the local standard errors. The selected variables in the GWR model were  Hospital response ù,  Grocery-to-convenience stores ratio ù,  Average distance to fast food restaurants per habitant ù and  2nd cycle education ù, which explain between 42% and 64% of the mortality rates variability in the municipalities. The model has greater explanatory power in some municipalities of the center region, with more relevance in Coimbra district. The local coefficients of the variable  Average distance to fast food restaurants per habitant ù are positive in all municipalities, and are higher in the coastal center and in the metropolitan area of Porto. The remaining variables have negative coefficients and higher explanatory power inland. viii We hope that this exploratory spatial data analysis may contribute to the knowledge of the local connections and patterns of socioeconomic characteristics of the population and mortality rates caused by diseases related to eating habits in Portugal."
615,90916,10362/2161, Ana Catarina Marques Francisco,,Ana Cristina Marinho da Costa,Carla Ferreira,,,07/10/2019,openAccess,,,ReformulaÁ„o do quadro da empresa e do setor,Work project,por,http://hdl.handle.net/10362/89380,Information Analysis and Management,"In the context of Enterprise and Sector Table (EST) reformulation it was developed a market research,
in cooperation with the Central Balance Sheet area in the Statistics Department of Banco de Portugal,
which intend to adequate this economic-financial product to the users  needs   the non-financial
enterprises.
Nowadays the Central Balance Sheet provides for free, to enterprises and general public, an enlarge
collection of products and services, of which the EST   annual data, calculated based on IES (Simplified
Corporate Information). Additionally, EST provide enterprises  individual information which allow the
comparison of their indicators with other enterprises of the same sector of activity and dimension
class.
In order to increase the demand for this type of statistical product, the objective was the development
of a market research, composed firstly by an Exploratory Questionnaire, with a restrict selection of
enterprises and associations, with which were conducted exploratory interviews in person. Then was
developed a Conclusive Questionnaire, based on the information obtained in the previous
questionnaire. Through an univariate analysis, a cluster analysis and an econometric analysis it was
possible to understand which were the users  needs, how many profiles the data exhibits and there
were highlighted a range of relevant results.
Therefore, through the application of exploratory methods and market research techniques, this
project enable the understanding of which actions to implement in the new EST in order to increase
the number of accesses, making an appealing and a relevant product to companies."
616,61395,10362/2161, GonÁalo Duarte Coelho de Barros,,Diego Costa Pinto,"Esteves, Susana Pereira",,,18/01/2019,openAccess,,,El Corte InglÈs: organizaÁ„o do espaÁo de loja da parafarm·cia : utilizando tÈcnicas de data mining,Internship Report,por,http://hdl.handle.net/10362/59932,Marketing Research and CRM,"The parapharmaceutical market in Portugal emerged 10 years ago and is becoming more specialized
and competitive, with companies studying different ways to attract their customers. This creates a
need for quick adaptation to these changes on the behalf of companies in this sector. The store being
the place where customers circulate, clearly this is a focal point of the interaction between the
company and their clients. One of the main influencers in this interaction is how the store is organized.
Therefore, in order to influence a customer in his purchase, it was proposed to change the
parapharmacy space of El Corte InglÈs in Lisbon. The internship focused on this change by using data
mining techniques. Different types of costumers were identified through explanatory and descriptive
analysis. Brands and families of products were also correlated to the costumer  purchases. By
grouping these correlated families in the same area of the store, positive results can be seen on store
performance. To achieve this objective, two methods were used: a qualitative study and a quantitative
descriptive analysis, through 3 stages. The first step, a qualitative study, was focused on the
observation of the competitors and in the El Corte InglÈs customer in store environmental. For that it
was observed 4 competitors stores and 100 customers during their visit to the store. The second step,
a descriptive analysis was performed by analysing performance indicators of the store further data
mining techniques, namely a cluster analysis using the information of the El Corte InglÈs customer card
and a basket goods analysis through receipts. The sample used in the qualitative analysis was obtained
over the observation of 100 customers. In the descriptive quantitative analysis, a sample of 563,079
tickets was used for the market basket analysis, obtained in the period between March 2014 and
December 2017. For the cluster analysis was used 11,502 customers with information obtained
through the company database from March 2014 to September 2017. The third stage consisted of the
final proposal change to how products are organized in the store based on the insights obtained from
the two previous stages. This strategy of rearranging the store according data mining techniques had
never been previously used by the company.
The final proposal represented in this report was also presented to the main board of directors and
store managers of the company and was accepted, some of the proposals were applied."
617,26463,10362/2161, InÍs Sande de Oliveira L˙cio,,Tiago AndrÈ GonÁalves FÈlix de Oliveira,Frederico Miguel Campos Cruz Ribeiro de Jesus,,,25/10/2017,openAccess,,,Income-related digital divide across the European Union,Dissertation,eng,http://hdl.handle.net/10362/25159,Information Analysis and Management,"Given the importance of Information and Communication Technologies (ICT) in almost every aspect of peoples  lives, it became crucial to understand how far the digital gaps go. This paper confronts this issue, most known as the digital divide, addressing the role of a society income-level in the digital disparities existing between and within countries of the European Union, thus allowing the analysis of both internal and external digital divides. 
We finalize our analysis grouping different income-level individuals belonging to the European Union member states to better assess their similarities and differences in terms of ICT access and use so that distinctive digital profiles can be classified."
